text,sentiment
just watched JONAS. It was funny.,positive
_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,positive
Get on a plane! Come drink my Cristal with me,neutral
 I miss you too,negative
 laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,neutral
" Woot freaking hoo, tho Mad World isn`t doing well on the iTunes top #100 chart.",positive
Im on my way to brookings,neutral
 switch to something else then,neutral
"I completely understand how this app would be very helpful, but I downloaded it so I could focus while doing my work. I need to access Google docs to be able complete my task, but when I tried to use it, it told me that I would have to kill my tree before I could. This is my only problem.",neutral
The essence and notion of this application is not just to define activities from day to day basis but to remind us that its really not about perfection... Its about progress... This application teaches us not just to address holistically in our commitment and time management but also push drastically at the same time our attitude towards commitments.. Senior Project Engineer here... It really helps alot... Thank you.,positive
hip hop is alive & well in nashville tn!,neutral
did crossfit running today...agitated my right leg,negative
 Oh come on!!! You get next week off and I get next week full of exams!,neutral
Original Review:  Frequent INTRUSIVE POP-UNDER links open a web browser where they subject customers to crazy ads  12-12-18 Response to DEV's:  The POP-UNDER ADS happen as a result of selecting a response to an APP message related to the action taken within the APP.  I am NOT ACTIVELY SELECTING an AD.  I am NOT PASSIVELY SELECTING an AD.  I am NOT ACCIDENTALLY SELECTING an AD.  This is either a BUG or an INTENTIONALLY DEVELOPED annoyance.,negative
It's good. But you can only have 5 habits to track. If you want more... $$$ in displease because it's like a demo... :( but nobody tells you.,neutral
"Latest update corrected a previous issue, and developer was very good about replying to my messages. Use this app every day.",positive
 loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,positive
I did like the app..after I'm reinstalling the app..what happens to my In app purchase..I had purchased the app..Rt now which I'm using is it the paid one or free one. Do I need to pay for premium again??,neutral
have to put my dog down tomorrow.,neutral
Bought premium. Exactly what I was looking for. Amazing job and what I need to help me in life. Giving it 5 stars even though I have one suggestion. Possibly have it where you can have a single habit occur twice. Like say example I want work out but I want to work out at 3pm and 7pm. I saw another app have it but still this one is best hands down.,positive
" No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish",neutral
 I`m with ya on that one girl!,neutral
"Having to find players to be able to do anything is a bit annoying, it's really boring otherwise. Reminders don't work properly - I set a bunch for last night that never happened, and a bunch this morning that never happened. It's not really built for proper daily routines including things you need to do twice per day so... It's not really useful for me.",neutral
"Excited to try it out, but the app crashes whenever I try to create or edit tasks!",negative
im at home....on a friday night.  but it`s all good!,positive
 love that birdy nest! though i already got us another kind,positive
some reason just recently the app uninstalled itself or somehow or another it got uninstalled and I haven't been able to receive any updates or any calendar events for the last couple weeks,positive
I **** love Alexander William Gaskarth,positive
  Thats charmingly funny,positive
it was very useful at first helping to focus on things; but recently after the new update it looks like the app is crashed. suddenly stops working while i'm in the app and not working any more! hope you guys fix it soon.,neutral
is back home now      gonna miss every one,negative
is really ultra bored,negative
Useful. Integrated.,positive
I`m so depressed right now. IDK...,negative
 mark harmon just got shot on my tv,neutral
Nice app but doesn't really have what I'm looking for.,neutral
It looks awesome i hope it will help me build good habbits and keep track on my schedule. I wish it could be like a widget on android phone screen as well. And maybe we could write some quotes that motivates us we could see them as notification or something. i love the guild part looks like you can create communities and be part of them. I just download the app today and wanted to share my first impression. Well done :),positive
workin.. still lol i wanted to go to the spring game,neutral
where`s enthusiasm in meeeee,negative
"Works well, nice interface",positive
 Wahoo! Thanks for the mention to others!,positive
Waaaa. I ran my machine problem! Yeah!,neutral
is debating giving twitter a proper go. now to try and understand it,neutral
 Hi John! Thanks for sharing that quote! It`s soo true,positive
 I`ve read about those. They`re cool. You should definitely get one,positive
 It is a recession,neutral
 wow that is a great list... Now i need to shop,positive
 I can hear it now...,neutral
" Would you travel to the UK for one?  The big US meets sound great, I`d love to go to one of those, so many furs & so much art",positive
I`m still waiting to find out what #caca stands for - hoping it`s not what I think it is since you #follow me for #caca.,neutral
A good app but does not show full month tasks and that makes it hard to plan ahead or look back to previous events,neutral
 Haha I like that. You`re actually saying thanks to the bots! Never looked at it like that.,positive
Dreambears were **** compared to their wicked audition,negative
"Superb. Păcat ca varianta Premium e prea scumpa, cu plata lunara sau anuala. Dacă avea un preț final și definitiv as fi cumpărat-o.",positive
Great app... I am using it for a while... Functionality wise it the best in the market... It can get updated in terms of visuals and performance,positive
Stupid Twitter - now I`m faceless ...,negative
It always reactivate calendar from all google account on the device and show it eventhough I have untick it in the calendar & task list. Calendar is full with unneeded event and the essentials wont show.,negative
Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,neutral
This has really helped me be motivated to get things done. Im really enjoying this app,positive
" OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",positive
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,positive
voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,neutral
 it`s just one day... do a week of 60hrs to compensate,neutral
So tired and I don`t know why,negative
 Just got back & saw yr tweet. It`s 7.30pm  monday here - mayday public holiday,neutral
"My knee **** hurts man  Haylee doesn`t even care, GET ME MORE MILKSHAKE-SHAKE-SHAKE-SHAKE IT!",negative
Puts all info in default Google calendar.,negative
 Heyyyyy us English fans want some signings too,neutral
Watch Jay Leno tonite!!!  It`s his last day as the Tonight Show Host,neutral
dedicating the next 2 hours to cleaning the house,neutral
All the professional options i need. alerts as alarms is REALLY helpful for people who get desensitized from too many notifications. UPDATE alerts as alarms suddenly stopped working! i am missing appointments!,negative
the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,neutral
"Just wrote another song, but i ran out of ideas so this one is a bit ****",negative
It's alright but like then it gets annoying bc you can't set the timer and if you need to check smt on internet it won't let you,negative
good morning world,positive
"wish It would link to my calendar so I can create, edit and complete in one location....that would make it 5 stars",neutral
"perfect to temporarily ""forget"" my phone",neutral
i found a ride...YES!!! liquor here i come,positive
"This is the only app that does what it does and I love the functionality. The only problem is the app is quite buggy and I haven't seen or noticed any updates in years. Would also be nice if there was a website to go with it. I am finally giving up and moving to day by day which leverages google calendar and google tasks. If google would just incorporate tasks into its calendar better, that would do it all.",positive
" Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi`s - http://www.luigis.org.uk tomorrow!",positive
" Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",positive
" If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",negative
Busssssss with everyone!  yayyy!!!!!!!,neutral
"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
_Uh_Knee,neutral
The ship has landed.,neutral
"Really, just started using this app. Seems pretty good but way early days to rate beyond 4* even if it does deserve it.",positive
 OH THAT`S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie`s body; & ..... I FORGET!!,positive
Pretty  is it long or short? Sparkly or shiny? Lol,neutral
"Can't even log in. Seems to stop working or freeze up every time. Just downloaded the app for the first time, can't make a new account or log in. Waste of time, will be looking for other apps that actually let me get past the log in screen.",negative
 i wish i was there too,positive
Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up,neutral
 lol fine by me  long as its not the scary dude its all good,neutral
New day in new home   happy mom day 2 me!,positive
 Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.,neutral
Is up so early and proppa shattered and knackered,negative
Would be better if it could hide declined events,neutral
Excellent job. I don't give you 5 🌟 because I don't wanna see the panel on status bar when I already completed my tasks. It's very annoying to me. If you will resolve this problem then I will give you 5 🌟. insha Allah 💚☮️,positive
 hello 30stm-fan  another one that`s cool. i don`t know one fan of them in person only via the net  so how are you?,neutral
 we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,positive
What happened to the weather??,neutral
Hey! The app is great but can't deal with the constant glitches and crashes. Cheers!,neutral
I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,positive
"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",positive
happy mother`s day to all the moms out there. i hope i never join that crowd,positive
The stars are out. Where were you when I needed you,neutral
Yesssssssssss! A rocket to the moon is  going on warped!,neutral
"I just dont do subscriptions, if it was one time pay, I would actually try it, as it is.. I simply uninstalled it. No thank you.",neutral
I have found this app helps me stick to my daily schedule.,positive
going to bed its late and I have headache,negative
"I liked using this app but I recently noticed that important information I had saved in sub tasks has all been deleted. Its happened before and I thought I had made a mistake. But no, it's just this app malfunctioning.",negative
 congrats hey,positive
 Report your findings to me,neutral
 that is definitely a blast from the past,positive
Excellent app with useful features to get stuff done! Thankfully not bloated with ads or useless features. Highly recommend!,positive
" well sadly I live in the most boring city in the USA, so there is nothing to do here.",negative
had a lovely breakfast with mum...yummy pancakes,positive
 hey Padster...it`s a dirt track.  thx for the info! I got 3 miles in,positive
ready to go home,neutral
Digiqom welcomed new team members in the company today,positive
i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,negative
ran over a worm skating...  poor wormie. but glad to be back.,positive
"im just dreamin out loud, i cant have you for mine and i know it",neutral
Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc,neutral
"I like the app. It works, it's functional, and it's great. However, one thing still strikes me down. Why the hell are reminders a paid feature? Seriously, what's a To-Do app without reminders? I could use even my calendar, or almost any other app, and that would too have reminders, for free. So why should I pay for such a basic feature on a fully fledged app?",negative
"An all in one app for todo lists, remainders, habit trackers and pomodoro timer. And i haven't even bought the premium version yet.",positive
Not being able to view my list of things to do or to get.,neutral
"don`t think that went well, was only in there for 15 mins",negative
"The app itself is really great. However, if you are going to buy premium, please make an account first, then buy premium. I bought premium without an account and was fine until I switched phones. I couldn't buy premium again because the option had disappeared but I didn't have access to premium features. I had even emailed support about the issue and gave the invoice number from Google play store. No response. This is enough to make me not use the app again.",neutral
167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,positive
 How did we just get paid and still be broke as hell?! No shopping spree for me today,negative
" awh Tom, thats really cute. i love you guys for that really, `cause you care about fans  x",positive
missed Britains got talent    gutted.,negative
 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,positive
"Downloadfestival`s lineup isn`t as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",neutral
" MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day. Basta text text",neutral
I just lost my favorite pen  good thing I have a back up =D,negative
"_N_Wilson C`mon, I like the superpower explanation better! LOL",positive
 of course i really hope that this would be his real twitter page! that would be soo cool,positive
 I saw that!!!!,neutral
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",positive
"  Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??",neutral
Подписка на полгода пропала сразу же после переустановки приложения.,negative
I`m still pumped from the concert saturday. 17/7/09 here i come,negative
"This app's PERFECT for helping manage one's time! I'm amazing how much better I do, when I can actually look at it and literally see my time ""flying"" by.",positive
It seems to be improved  and noted no option to delete routines and need to go all the days and delete...,neutral
3 shots of espresso aaaaand....nothin`.,neutral
 shes must be a truly amazing woman for having a phenomenal son..,positive
Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,neutral
 o i c. i have no excuses i just love bein comfy,positive
"I don't like that I was able to link my account through Wunderlist and my Gmail but my husband is being promoted to create a Microsoft account to have access. If I am going to have to create a Microsoft account,I will be deleting this app. I don't want/need another account to manage. Wunderlist was much better.",negative
_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,positive
 you`re in London?! Wow! I`m near there,positive
"Unable to log in, unable to create a new account or link to facebook",negative
" you asked about my SF schedule, dahling...maybe next time",neutral
 I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,positive
"Wear OS app only supports adding tasks, not viewing existing ones (without reminders)",negative
My tongue still hurts.  I need to sleep!!!,negative
"Love this app, has really helped with sorting out school, work, fitness, and study time into my schedule.  Only reason it isn't a 5 star is the lack of a watch face for my Galaxy watch.",positive
"I've been looking for an app that can do what HabitBull does and I'm so glad I finally found it. It's a great, easy to use app and the messages you get are so cute.",positive
home after a while out! i feel like a long skate seshion but got arrands to do,neutral
I need to be sleeping.. But i`m not even tired..,neutral
 nooo!! not too busy for you! EVER! SRSLY!  you are my pal! I`m not yet familiar with iphone twitter,positive
" was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",neutral
Not showing contact suggestions after the latest update. I am using Nokia 6.1 Plus with Android Pie latest security patch.,neutral
"Wonderful app, unique and very useful, great design and functionality.",positive
I FEEL LIKE ****......,negative
just wants to hear his voice,neutral
A good tool to manage and remind me of my tasks,positive
"Easy to use decent integration. One major flaw in the shopping list, no way of entering quantities, schoolboy error!!",neutral
FINALLY GOT THE BIKE I WANTED!,positive
http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,negative
No reminders,negative
28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,neutral
 my poor baby I think it`s allergies! Can I do amything about it bc he`s been that way sence monday,negative
 yeah me too  but there isnï¿½t any prom here in germany although school is almost everywhere the same! ?,neutral
"For those looking to manage their habits and tasks in one APP, HabitNow is just for you. No mpre need to sketch trackers that aren'y as nearly accessible as your phone.",positive
 I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.,positive
Ow it hurts,negative
How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,neutral
 Happy Mother`s Day!  Hugs~,positive
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",negative
love it just wish I could have pixel icons for all tasks and rewards. either uploading my own or if you could design things like pixelated toothbrushes. cute icons and a fun as well as organized visual aspect will help me to be in the app more and getting it set up as it has been a slow project I'm working on.,positive
 Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,neutral
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOi",negative
-was just told by Dan to NOT say anything anymore...  -now im super sad =(,negative
Ugh fun concert  screen cracked on phone again because it fell... =\,negative
"My all around power app! This app has been so useful, that I use it not just for tasks but also my calendar. Used to sync with Google calendar, but left that to be all Ticktick now. This app is right on the money.",positive
happy mothers day  esp to my mommy,positive
" You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You`s are too amazing  x",positive
My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time,negative
_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral
"App didn't sync at all !!! I lost almost 6 months and it turned out all users had the same issue and requested a refund, I need my money or solve it now this is cheating",negative
 dont you have a uk say now?,neutral
GRRRR!!! It`s BACK!!!!! And what I mean is my headache  But on the *       *        bright side....it`s only on one side!!!! /\/\/\/\/\,negative
"If you can customize the colur of the title of the list (the name that you see in the bar) it would be a nice feature, other than that great app",positive
 What time you close today? Is it the last day today or tmr? I may shed a tear,negative
i`m only updating this so that brett`s phone beeps  but really.. looking at wedding stuff. again.for the next five months.,neutral
 Pleaseee Give Me A Shoutout  Love Georgia (UK),positive
chillen trying to figure this thing out gettin drunk,positive
I dont understand anything. it's super complicated,negative
 Not having Hulu in Germany sucks,negative
I have had the William Shatner version of Rocket Man in my head for 3 days now. It`s **** distracting,negative
"someone please tighten some bolts in my brain  :s  there are too many parts loose, some might even be missing",negative
 it makes perfect sense. I guess i am very down to earth. Thanks for your reply,positive
" talks about _Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb`s! Wish I could go support!!",neutral
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),neutral
Bed. Church in the morning. Happy mothers day,positive
" the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",negative
"It's weird, like i didn't even open the app but the fact they answer criticism and try to improve, based on what's here, is just the type i want.",positive
chris sab and i = COMME ESTAS ****,negative
 never noticed that before but you`re right! guess that`s because my heart is always dreaming of travel...,neutral
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",neutral
Love the 3 mile 3AM runs. They make me smile,positive
Does this app work without internet connection also?,negative
Used to really love this app and it really helped me start working until I found out that none of my trees die when I switch apps. Tried all the instructions in the FAQs section of their website but nothing worked. Great idea but super disappointed it doesn't work in my phone.,negative
"Just finished work nd now waiting in the freezing cold drinking a mango magic, haha FAIL T.T mama, wheree are yu ? I`m cold",negative
"There is all-in-one combine. I absolutely excited. All function realized perfectly. ✅ Pomodoro ✅ Tasks, subtusks, folders ✅ Calendar ✅ Availability to see all completed tasks in calendar ✅ Stats ✅ Formated description (numerical lists, bold, headers etc) All I need I have in this app. I little bother about restrictions for free version. Monthly price is high enough for my using case. But nowadays I don't need to buy full version. App is brilliant, I have checked a lot of todo/dairy/organizers",positive
Morning workout sesh.  Love Life.,positive
 You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),positive
" aww yeah, it`s more fun revising with others but you get distracted easier >.< yeah I`m tired, revising history",neutral
"i had a dream last night, and i was singing  first avid dream of myself crooning away!",negative
Really enjoying this app but wish I could track more than 5 habits!!,neutral
 http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,positive
" i suppose this will be in the blog post, but could u email me who was there too",neutral
****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,negative
the beginning of Cater 2 U always gets to me,neutral
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,positive
"twitter,facebook,myspace...no phone still",neutral
 OMG .. my memory must have failed me! Very weird since I do not normally forget because of my profession!,negative
"meh, doesn't have dark mode (easier on the eyes) that's the one thing that breaks it for me",positive
"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice.",positive
english class! working on interactive orals,neutral
 *happy to help*,positive
Widget is not informative. It shows a text of a task but not date and time. That is not comfortable. User has to open task to see when it is scheduled. Google Tasks widget is much better in this case.,neutral
"Recurring tasks are very glitchy - they sometimes change the day or time when they recur. Per any.do's request i sent them a video of this happening... crickets. No explanation or acknowledgement and no refund as i requested. Fine otherwise, but i rely on recurring items.",negative
 i love electro house,positive
"I left a chocolate egg sitting in my office, and now it`s calling my name......................",neutral
"I've tried quite a few rpg-like to-do list apps and I must say this one is the only one that I find genuinely enjoyable, and actually kinda feels like a game. You can tell a lot of effort was put into the aesthetic, everything is very easy to access and is pleasing to the eye. Although I think there should be a way to uncheck to-do's. I keep accidentally clicking on them in the widget and remaking them every time is starting to get annoying.",positive
Off to Dollarama -- I wish I had a new job,positive
"Not really what I was going for. It's ok I guess if you want to use Google or your phones calender, but I wanted a detailed schedual with alarms to remind me to go to the next event. Love the look, but not useful to me.",neutral
 whats with u hating on becky soo much? ur bio says ur nice....guess not,neutral
" Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral
The moderation of the discussion bards in the app leaves something to be desired. Needs better moderation.,negative
Time for a clean up.,neutral
I really loved it as I studied my plant would grow just the problem was that if I wanted to unlock a package of grow real trees or get knowlage about trees I had to purchase it that is why I have a problem in the app. Well if the app is for studying then why are you have made a purchase deal I don't think this is fair. 😊pls try to get rid of this purchase,positive
The last update caused annoying hesitation/delays when working with tasks in task view.,neutral
Cannot use without existing calendar,negative
"_Pierce Well the Enterprise E, the NX-01, or the NCC 1701(no bloody A,B,C,D, or E)",neutral
Enjoying d view @ sg flyer,positive
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",negative
**** traffic. Going to be late!,negative
Well poop.  Looks like the office doesn`t have the keys.  I don`t have the keys.  Neighbors don`t have the keys.   Bike rides from now on.,neutral
 ya mine too but for very different reason,neutral
 stinks  what do you do anyway?,negative
"Back then I didn`t know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you",neutral
yess! talking 2 a hott guy!  happy **** ****!,positive
_**** I do!  I`ll probably get fired if I do though,neutral
 I`m so honored to hear my name on a Breezy track  hope u liked my ****! #drunk_bowling,positive
Happy Mothers Day Everybody!!!!!!,positive
soo bugy,neutral
"Great until last update. Love the app, its a great tool, but since the last update, I frequently get server error notifications, and the app doesn't function in any capacity (can't chat in party, dailies and habits don't refresh, etc.). rebooting my phone and reinstalling the app did not solve the issue. I'd happily give this a 5-star if this could be fixed and I could get back to my daily log-ins and updates.",neutral
 I hope so too.  How are you?,positive
A little irked at the moment,negative
Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,neutral
" will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",neutral
can`t find her favorite Nike shorts,neutral
http://bit.ly/NYhMZ  Dionusia made me do it,neutral
"Very nice looking, the pricing is just right, and I love that you can have subtasks upon subtasks. But... almost nothing about it is intuitive. For an app that is all about helping the user be more productive, to have a new or occasional user blundering around poking and prodding until the app lets them accomplish basic tasks... well that is obviously detrimental to productivity and a surefire way to accidentally encourage customer churn. UX test your app please.",neutral
Its a really good display of the day ahead. Exactly what i needed and it works great with the local calender.,positive
Sorry if I`m confusing anyone. I keep forgetting to . The desktop Twitterific  is not so terrific  Very different from iPhone app.,neutral
"Synced well with Wunderlist to import lists, but despite having reminders activated, I get no notifications to remind me of upcoming tasks or events... which makes this pretty redundant as a Wunderlist replacement.",negative
"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",neutral
You are replying its free app but in every Option it shows you can get access to this tool after purchasing.,negative
"Great app, been using it for years. Have been using the paid version for a long time and expect to be so for the foreseeable future. It has great syncing capabilities with my online calendar and all my other devices plus it allows me to share individual events to an individual or a group and the repeating events Works in every situation I can think of",positive
 My Friday made me miss high school,negative
 Yeahhh... thx. I figured it out,positive
 nice to meet ya!,positive
"One of the main sticking points for me is how well an app does recurring tasks. In particular, not just fixed date recurrences, but the ability to set the next date off the last completion date. So many apps fail to offer this. Alas, I could find NO way to do a recurring task at all, in spite of them saying it can be done. So, much less checking on this nuance, I see no way of doing them at all. Fail. Moving on.",negative
just landed at San Francisco,neutral
"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",neutral
back to athens. ????? ? ??????,neutral
"_fan76 ROFL!  THAT`S my problem, only two hands",negative
"I would give this 5 stars, if not for the misleading in-app ""smartwatch settings"" extension purchase option. I love the app, but I purchased the extension to use it on my galaxy watch and I have been unable to connect it to my watch and use any of the settings for a ""wearable"". If this app can be used on the galaxy smartwatches I would love to know how.",neutral
" yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral
"_x hah, well at least we are not saying; tory is a fatty watty",neutral
saying goodbye to my parents at the airport.  it was great having them around.,positive
 I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,positive
lotsa water. it`s already dark out,neutral
"I loved this app, but after the new update I am unable to use the widget. Uninstalled.",negative
Notion video deleted.,neutral
is up too early,neutral
"Hour til lunch, can`t wait. Ima go to Mcd`s",neutral
time to play,neutral
last day of work  ...but everyone is making it so great!,positive
" just nothing perfect in life, darn it!",negative
 they are having a closing down sale !    does not look good.,negative
"A beautiful app but.. I would love an option where you dont have to set a time, you just put it on and watch the trees grow as you work and come back to your phone an hour or two hours, whenever youre done! I also found that trees die if I dont come back fast enough after my timer expires? Like if I set my timer for 1 hour and I come back in 2 Ill find the tree died, thats weird, is that a bug on my end? Beautiful app guys, I love it but those things above would have me using it more!",positive
"_Libertine um, glad you enjoyed it...",positive
ONE OF THE WORST DAYS OF MY LIFE.,negative
"This app was very helpful up until the last update where they inexplicably took away the ""Lock Forest to Stay in Foreground"" feature. As of right now it's basically useless, but the support staff is great and said they were hoping to bring back the feature! So other than that it would be 5-stars. Don't change the feature that keeps people off their phones",neutral
_Death Well I`m impressed with your technical skillz,positive
woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,positive
The best organizational app out there!,positive
Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,neutral
"This is a nice app, it does what I needed to do and it's there when I need to use it.",positive
" Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",neutral
Im eating a salad  and rember to comment my new myspace pictures plz?,neutral
"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral
My lower-left molar stings whenever it comes into contact with sugar of any sort,neutral
 But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LOL,neutral
Seems pretty good but most of the options that make if stand out are not available unless you pay for it. Splendo is cleaner and easier to use.,negative
"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",negative
I liked it but most of intresting features was unable until you purchase them.,negative
Listening to Obama with one ear & listening to music with the other,neutral
O.k i feel like i need to cry now  i can`t believe that in less than 2 years ill be walking across the stage to get a High School diploma!,neutral
Workin.,neutral
You know you`re too old to party like a rockstar when....you realize no one else claps when they dance. It`s just you,neutral
 thanks for teaching me how to play a part of that song,positive
this app stops the alarm I set after the while and then. this is the 3rd time this has happened. otherwise it's the best.,neutral
has found that old familiar feeling again.,positive
It's confusing,negative
my new phrase is `you never doubt mo williams`   six game win streak!,neutral
Happy mother`s day !!!!,positive
yeaaaah tangerang in vacation,neutral
 Yeah it`s afireinside687,neutral
So convenient & easy to use!! A REAL game changer for me in managing my home business & home life simultaneously!!,positive
"  oo, oo, I must compete... let me login to my work email to see if I can top that",neutral
 do you have another account here??,neutral
 haaaw..well i get out of class at 10:50..i hope i make it,positive
it`s friday! trying to find something to do,positive
 why have i not heard of said show?,neutral
I love that I can break a task into steps. I didnt like that they moved the completed task button from the bottom of list to side menu. All in all it is a good tool and it has improved a lot since I started using it.,positive
I saw Thirst which is korean movie made by chan-wook Park . this movie isn`t hard but good,neutral
 i believe that you are,neutral
Listening Maroon 5 .... 'Songs About Jane' is one of my favourite albums in time,positive
"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral
fo shizzle. . . i`m bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,negative
Looks good until you have to pay 3£/month to add labels,negative
if I log in to To Do then I get logged out if Outlook. When I log back into Outlook I get logged out of To Do. I cannot use both. If you had just kept tasks in Outlook we would not need 2 apps.,negative
Awesome to use,positive
" I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",neutral
Just got done working out....relaxing than off to work,positive
"Here come the Hawks, the mighty Blackhawks!!",neutral
Hmm I guess where the world is headed 2day....Lets make predictions,neutral
posted a few pics of my college on my myspace www.myspace.com/katieheidie,neutral
Still working in the database and trying to decide what I want to eat.,neutral
why doesn't adjusting habit streak reflect in health and experience (say if i accidentally clicked + or - for a habit)?,neutral
Whats is up with me! I am spilling everything,negative
 yea me too  lol,neutral
 OMG SO srry to hear that,negative
my eyes hurts..,negative
in 7-11  w/o you,neutral
I`m calling your room-mate!!!,neutral
 Isnt it only like 3 episodes though? Sad,negative
Looks like a copy of an IPhone app. Im not impressed by the huge bar in the bottom or the single colored ui. A night mode should come standard,negative
work was splendid,positive
 YAY  u get to see ddub again ;) those 5 men always keep me happy & motivated,positive
"Back from the pub, want more peroni",neutral
" ew, i used to get 'suicides' in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",neutral
"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",negative
Oh no.... Trouble in paradice,negative
 ha! I know..I`m very ashamed.,negative
Excellent app.helps thru the day to get things done. Great app,positive
_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
 ur leaving me for a week  i know i dont see u everyday but i like the fact that ur in the same city as me,neutral
