text,sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.👍👍👍❤❤❤❤,positive
Thời gian giao hàng max nhanh,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,positive
"3 sao vì giao hàng nhanh, còn áo vải mỏng, tàm tạm",neutral
Còn hơn cả đẹp áo dài nên mk cắt ngắn bớt ..,positive
Hàng y hình,positive
"Son đẹp long lanh, màu khá okie",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh cũng mềm mặc êm shop tận tình sẽ ủng hộ tiếp,positive
Phần chân mỏng,neutral
"Bánh ngon, nhân nhiều",positive
Chất lượng cũng ok so vs giá tiền,positive
"Vải đẹp, áo đẹp, hình đẹp, rất yêu Bác",positive
Áo y hình rất đẹp nhưng áo hơi ngắn,positive
Sẽ ủng hộ shop dài dài,positive
"quần đẹp,mỏng quá",positive
Đánh giá 4 sao vì gửi ko đúng mẫu,positive
Thuốc mệt quá,neutral
Mình cứ nghĩ giày thấp ai ngờ độn cao vch,positive
Shop nhập thêm mặt hàng cho đa dạng nữa để mình ủng hộ thêm nhé,positive
Giống mẫu,positive
"Vải đẹp, giá rẻ",positive
Uy tín,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ♡,positive
"Shop phục vụ rất kém, ghi chi tiết áo size m (49-53 kg) mà m 50kg mặc còn rộg",negative
YÊU,neutral
Shop phục vụ rất tốt,positive
Mùi hơi ghê,neutral
"Chuông rất xinh, sữa tắm thơm và mềm lông",positive
"Vải đẹp , mềm, mịn, form đẹp :))",positive
Form chuẩn,positive
"Balo chắc chắn, may dày nhìn đẹp.Mình rất thích",positive
Rất hài lòng về sp,positive
Shop phục vụ rất tốt,positive
"Khi nhận được sản phẩm, đã có 1 cảm giác thất vọng không hề nhẹ và cũng muốn gửi trả lại",neutral
Thuốc bị chảy,neutral
Hàng đẹp mà giá mềm,positive
Chất lượng sản phẩm rất kém,negative
Vai chật dù mk gầy,positive
Túi bình thường ghi hàng hiệu làm tưởng tốt,negative
Rất đáng tiền,positive
Túi cực thơm ạ thích ghê,positive
Kem ngon tuyệt,positive
Ko có day cột nơ,negative
Lông mượt đẹp cực,positive
Sp được,positive
Size 27 quá chật e hay mặc size 26 thui nhưng ai ngờ chật hơn cả size nhỏ,positive
Đồ đẹp chất chắc chắn,positive
Lai quần dễ bị giản,negative
Rất hài lòng về sp,positive
Shop thấy e chụp sao kkkkk,neutral
Bắt phải nhận lại,negative
Có điều hơi bị ngắn chút xíu,neutral
Đã mua 5 cái.áo đẹp,positive
"Tâc dụng khá tốt, chỉ chưa biết là giữ được bao lâu",positive
"Sound usb loại này rẻ, dùng tốt, mẫu mã cũng gọn đẹp",positive
Áo đẹp,positive
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Vải rất rất okeyyy, y hình",positive
Các hạt còn lại ngon,positive
Mình không ưng ý lắm,neutral
áo đen vs xám chất # nhau,positive
Hàng fake mùi rất kinh,negative
Shop giao hàng nhanh và giao đúng hàng,positive
Sản phẩm đẹp lắm shop,positive
Màu hơi già K ưng màu tẹo nào,neutral
Em mua đồ của shop nhiều lần rồi,positive
Vải đẹp chắc chắn hợp giá tiền,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,positive
"Chất lượng sản phẩm tuyệt vời, ngon, bổ, rẻ :)",positive
Rẻ đẹp,positive
"Chị chủ shop tư vấn nhiệt tình, giao hàng nhanh có dịp sẽ quay lại mua nữa 💯",positive
Nói chung là hài lòng,positive
"K ôm vào người,rất mỏng",neutral
"Đóng gói đẹp, chắc chắn",positive
Áo đẹp,positive
Shop phục vụ tạm được Chất lượng sản phẩm tạm được,neutral
"Giao nhanh,đóng gói siêu cẩn thận luôn,sp ok",positive
"Sản phẩm rất đẹp, mang êm, vừa túi tiền...",positive
Xài tạm được,negative
Đi lâu sẽ bị đau chân,neutral
"Áo dáng basic rất dễ mặc 👍 vải mỏng hơn mình nghĩ nhưng mình đã giặt máy mà áo vẫn rất tốt, không bị nhão hay giãn",positive
Áo quá xấu tay kẻ k giống ảnh,neutral
Ko giống mấy áo kaki bình thường,neutral
"Siêu đẹp siêu ưngggg,😋😋😋 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh",positive
"Chất lượng sản phẩm tuyệt vời, shop rất nhiệt tình và thân thiện",positive
Từ trong ra ngoài đều êm,positive
"Chất lượng sản phẩm kém, váy mỏng, chất nóng như nilong",negative
Dáng rất ôm chỉ bạn nào dưới 50kg mặc ms đẹp,positive
Bao bì của quần rất chắc chắn và trông có vẻ hịn =)))),positive
Sp rất Ok,positive
Sẽ ủng hộ shop thêm,positive
Vẫn cho shop 5 sao vì phục vụ cũng tốt,positive
Shop bán mẫu mã qá đẹp mình thích lắm nha shop,positive
Bé nhà mình rất thích,positive
Giao sai mẫu hết trơn à,negative
Lúc e nhận hàng đẹp quá ko để ý đem giặt lúc phơi lên mới thấy phía sau bị lỗi,neutral
Giao hàng nhanh,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền,positive
chất oke nhưng mầu be hơi bị sẫm quá,neutral
"Lens dày, đẹp, sẽ ủng hộ",positive
Thật sự là quá tuyệt vải rất đẹp...mình là người rất khó tính như nhận đc hàng rất đẹp vui ghê mua thêm 1 cái nữa kkk,positive
Mình đặt 2 mẫu giao sai cả hai,negative
Hàng cũng bình thường không đc như ảnh,positive
Bình thươngf,neutral
Áo hơi nhỏ mặt dù mình đã chọn size L,neutral
Sẽ ủng hộ shop nữa,positive
Nói chung là rất thích😘,positive
Áo đẹp xuất sắc..,positive
"shop làm ăn chuyên nghiệp, sẽ ủng hộ shop",positive
Áo mặc rất oke ạ.😊😊,neutral
"ảnh thật giống hình , đẹp",positive
"Chất lượng sản phẩm tuyệt vời,tuy nhiên áo màu trắng kiểu khác hình ,màu nude thì thành như m nâu xanh",neutral
Sướng,positive
Thực sự thấu k hài lòng,neutral
Hơi mỏng nên có thể nhìn thấy bên trong,neutral
Ở trước ngực áo có mấy vệt trắng bẩn cơ mà giặt sạch đi đc 😂,neutral
Đặt sz đại cho thoải mái bh bơi trong áo. 😂😂😂,positive
Sp giống hình.. giá hợp lí,positive
"Hàng đẹp, đúng mẫu",positive
Cảm ơn shop,positive
Sử dụng không khác gì vè mua tại chỗ,neutral
"Đóng gói sản phẩm rất đẹp và chắc chắn, mùi này thơm ngất ngây, hơi nồng hợp dùng thu đông, độ lưu hương khá dai, thích mê, 🌹🌹🌹",positive
"Áo thì tốt,chất lượng thì được,mà mình chưa hài lòng với cách giao hàng lắm",neutral
Sẽ tiếp tục ủng hộ,positive
Cơ mà shop gói chưa cẩn thận nên làm vỡ mất 2c gương của M. :(,neutral
"Chất lượng sản phẩm tuyệt vời, hạt to, vàng, nói chung là rất hài lòng .vote 5 sao cho shop",positive
Bên ngoài hộp tan nát,negative
"Đóng gói sản phẩm chắc chắn, nhưng giấy hơi mỏng bé có thể xé hoắc vùi nhăn, hình ảnh thì rõ ràng nói chung với mức giá rẻ như thế thì sp cũng đẹp",negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt,positive
"chất áo đẹp, hợp với mùa thu",positive
Sạc dự phòng kg dùng đc..,negative
Hàng giống hình nhưng chất thì tiền nào của nấy,positive
"Áo tạm được, có điều hình bị vỡ vì phóng quá to hoặc do mực tin mờ",positive
"Bộ này chất ấm sờ thích nhưng hơi ngắn phù hợp với người khoảng 1,55m trở lại thôi",positive
Xưởng may lên sz ko chuẩn,neutral
Shop phục vụ rất tốt Rất đáng tiền,positive
Đóng gói sản phẩm tạm được,neutral
Mặc đc 2 kiểu rất xinh,positive
Cho shop 5* vì độ nhiệt tình,positive
"Màu sắc,chất liệu, đường may đều đẹp y hình",positive
"Chất lượng sản phẩm rất kém, vải phi bóng, nóng và chưa mặc đã suột hết",negative
"Áo hơi mỏng, đen thì không sao nhưng trắng thì lộ rõ, hợp mặc mấy ngày đầu thu, form suông đẹp",positive
"Rất đáng tiền, mặc thoải mái",neutral
Hàng phù hợp với giá tiền,positive
Sản phẩm đẹp lắm,positive
"Áo đẹp, nhưng khá mỏng, phù hợp giá đã sale",positive
Chất lượng sản phẩm tạm được chất xấu và nóng,neutral
Giao hàng nhanh 👍,neutral
Exellent,positive
Áo cực kì ưng ý.,positive
"Quần mới sờ bị dính màu đen, đang ngâm xả k biết sau có hết đen k",neutral
Giao màu nào cũng thích,positive
Váy đẹp,positive
Sẽ ủng hộ shop dài dài..,positive
"Chủ shop xảo trá k hài lòng,mọi người khi mua nhớ cẩn thận với chủ shop",positive
"Hàng giống hình, form body ôm như shop đã tư vấn",positive
Cổ giày chật mang khó khăn,neutral
Ship giao hương chanh,positive
Vải cũng ổn,positive
Chất lượng sản phẩm đáng với giá tiền,positive
"Shop phục vụ rất tốt, chị chủ nhiệt tình ghê luônn 😊 Thời gian giao hàng rất nhanh, rất đáng tiền",positive
Verry buồn khi fai danh giá 1 sao,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng nhanh,positive
Thời gian giao hàng rất nhanh,positive
"Thời gian hàng rất nhanh, Đóng gói sản phẩm rất đẹp và chắc chắn",positive
Mình đặt sz 36 giao hàg sz 37,neutral
Shop làm mình thất vọng khi mua online,negative
"form rất đẹp , mọi người nên mua vì giá hợp lý",positive
"Rất đáng tiền, hợp lí",positive
Chất lượng sản phẩm tuyệt vời..,positive
Chất co giãn tốt nhưng không mềm mại như mình nghĩ,positive
Chất lượng ok,neutral
Sản phẩm khi vận chuyển bị cấn móp,negative
K đc rộng và màu k đc trắng như trong hình,positive
Thời gian giao hàng nhanh,positive
Tuyệt mk rất thích,positive
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
"Chất lượng sản phẩm tuyệt vời, shop nhiệt tình, cho 4 sao vì chai sữa tắm bị nứt :((",positive
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,positive
"Hủy hàng thì từ chối , thái độ rất khó chịu .Lần đầu cũng là lần cuối mua đồ của shop này",negative
Chất lượng sản phẩm tuyệt vời.Shop phục vụ rất tốt,positive
Chờ nhận hàng lâu mà nhận hàng thất vọng,neutral
Sản phẩm trên cả tuyệt vời,positive
Shop giao sai màu,neutral
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời form đẹp,positive
Màu k như hình,neutral
Ngày SX 30/11/2017 bây giờ là tháng 11 /2018 rồi mà shop,negative
E sẽ ủg hộ thêm,positive
Bộ khuôn đẹp,positive
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,positive
Vỏ kén đen và đắng,positive
Dù sao cũng rất ưng ý,positive
Quần vải rất ok mặt ưng lấm,positive
Từ vải tới kiểu :3 quá đẹp 👍👍👍👍👍,positive
"Áo đẹp, chủ shop dễ thương nhiệt tình",positive
"Áo vàng choét, quần lại đen",neutral
Chủ shop dễ thương 😋,positive
Len mịn và dày dặn,positive
"Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, đường chỉ bị sút lỗ nhỏ thôi, vải hơi mỏng, nhưng cũng ok, 5 sao ủng hộ shop chủ rất nhiệt tình",positive
Mà ưng đến thế,positive
Chất lượng sản phẩm tuyệt vời,positive
Minh rât thich,positive
Bị gỉ,negative
Thoi gian giao hang rat nhanh,positive
Y hệt keo 502 🐘🐘🐘,neutral
Thời gian giao hàng nhanh,positive
Chủ shop tư vấn nhiệt tình nhưng mình ko thể sử dụng app được vì toàn tiếng Trung!!!!!!,neutral
"Hàng nhìn hơi xấu nhưng được cái bén, công dụng chính xài tốt là được rồi",positive
Rất đẹp,positive
Chất lượng sản phẩm tuyệt vời,positive
Chất lượng khá ok,positive
Chất lượng quá đi thui,positive
Áo đẹp lm luôn ạh ❤,positive
"Chất lượng sản phẩm tuyệt vời, quá ok",positive
Màu áo xấu vô cùng,negative
Thất vọng,negative
"Giao hàng nhanh, rất vừa ý",positive
"Chất lượng tốt, shop phục vụ rất tốt 😚",positive
Chuẩn bị và giao hàng rất lâu,negative
Treo đầu dê bán thịt chó,negative
"Vải mỏng rũ, màu đen lên dáng áo ok hơn trắng",neutral
Chưa sài bị hư r nhưng vẫn cho shop 5 sao,positive
Chất cũng được nữa,positive
Lần sau là bom hàng luôn 🤣🤣🤣,negative
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt,positive
Hang toàn bị lỗi đường mai,negative
"Áo xinh, khoác lên hay sơ vin đều đẹp, giá cả lại hợp lí nữa",positive
Kiểu cọ và form áo ở ngoài nhìn k thích lắm,neutral
"Quần thì đẹp mà hơi ngắn, mình 1m63 mặc trên mắt cá gần gang tay, shop cực iu và giao hàng cực nhanh, mình thjk ❤️❤️❤️",positive
Chất lượng sản phẩm phù hợp với giá thành,positive
"Đệm kính bóng, nhiều mùi keo hơi keo đeo vào cay mắt",neutral
"Màu lên chuẩn, Chất lượng sản phẩm tuyệt vời",positive
Tin tuỏng,positive
"Giao hàng nhanh, đóng gói cẩn thận",positive
Chất lượng tệ,negative
Shop phục vụ rất tốt.Chất lượng so với giá thì ok,positive
Chất lượng sản phẩm tuyệt vời,positive
Shop quên giao sp này,neutral
Hy vọng bền,negative
Vs hộp giày bị bẹp,negative
Thời gian giao hàng rất nhanh chỉ có 2 ngày rep tin cũng nhanh nữa,positive
Rách thấy mút ở trong,negative
Hàng lỗi,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Áo chật so vs tưởng tượng Chất lượng sản phẩm tạm được,negative
váy đẹp lắm mà giá như vậy là quá rẻ Chất lượng sản phẩm tuyệt vời,positive
Áo bị rách tay Chất lượng sản phẩm rất kém,negative
"Vải mềm, đường may OK",positive
Đăng là hàng nhập Hồng Kong mà tệ ơi là tệ,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
Tìm màu đen nhưng k có nên hơi buồn,positive
Chủ Shop gửi hàng nhanh ưng lắm,positive
Mình đã nhận dc hàng,positive
"Áo đẹp, chất mỏng vừa với giá tiền",positive
"Chất lượng sản phẩm tạm được,túi mỏng,đựng rác phải 2 túi",neutral
Sẽ ủng hộ shop lần sau😘😘😘,positive
Khác hoàn toàn ảnh,negative
Shop gói hàng cẩn thận lại nha ai hơi nhăn Thời gian giao hàng rất nhanh,positive
Phần túi không có đồ đóng lại nên k yên tâm để đồ lắm,negative
"May là đặt 2 chiếc, shop cũng có tâm là chỉ gửi cho 1 chiếc",neutral
Rất đáng tiền mua,positive
Không giống trong mẫu,positive
Chất lượng sản phẩm tuyệt vời Quá đẹp so với giá tiền,positive
"Chỉ thừa khá nhiều,dáng váy thùng thình bạn nào thích mặc dấu quần style cực rộng thì nên mua ạ",neutral
tam dc,neutral
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền : phân loại đen,positive
"Áo may tuột đường chỉ từa lưa, dơ nữa chứ",neutral
Tuy nhiên váy sẽ hợp vs bạn nào mi nhon xíu nhé 😂,neutral
Shop phục vụ rất tốt,positive
Chất áo rất thíc Chất lượng sản phẩm tuyệt vời,neutral
Chất lượng,positive
"nhiều nhũ, lấp lánh, màu lên ưng ạ",neutral
"Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh, Rất đáng tiền",positive
Nhẹ,positive
Đặt GHN mà nội thành tận 4 ngày mới nhận được hàng :(,positive
Mk cao m50. 40 kg mặc hơi rộng xíu đẹp..,positive
Shop phục vụ rất kém Shop phục vụ rất kém,negative
Lần trước em mình mua chất khác.nó giới thiệu mới mua .nhận dc thất vọng,negative
Hàng bị lỗi,negative
Shop rất tuyệt,positive
Tuy là hàng order phải chờ nhưng cũng đág vs thời gian để chờ đợi lắm nhé các bn,positive
Không hài lòng về sp sp rất hôi giặt mãi k hết dc nói chung k sử dụng được,negative
Rất đáng tiền,positive
"Áo rất đẹp,rất đáng tiền,bõ công chờ lâu,tks shop",positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh,positive
Chất lượng sản phẩm tuyệt vời,positive
Shop giao hàng nhanh như một cơn gió hihi,positive
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,positive
Không hiểu shop cho check hàng trc khi gửi k,negative
Rất ưng,positive
Mất tiền mua cái giẻ lau,negative
San phạm k giong hình...chat Luong kem,negative
"check mã code không ra,nên giờ đang băn khoăn không biết thật giả ntn",neutral
Xe giống hình luôn,positive
Áo đẹp lắm ạ :3 thích ơi là thích í,positive
"Giao hàng nhanh, chủ shop nhiệt tình, áo giống hình",positive
Son đẹp nha,positive
Đầu tiên hơi lo nhưng giờ cực kì tin tưởng ạ,positive
Chất lượng sản phẩm tốt nhưng hơi bị chật rồi sho,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh 😘,positive
Rất đáng tiền,neutral
Size xl mà nhỏ 53 kg đổ lại thôi,positive
"Hàng đẹp, hơi mỏng, phù hợp với giá tiền",positive
Shop đáng tin cậy,positive
Áo giống hình,positive
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời nhưng ma tiên sip măc qua giao hang tiêt kiêm cho khach hang co thây tiênt kiem ti nao shop,positive
Vải lanh kp vải thô ; nhưng so vs giá tiền là phù hợp,positive
Đặt đen giao xanh rêu,negative
"chất áo dày dặn đẹp, nhug nó là phom xuông dài. những ai m50 nhu mình nếu thích mặc phom bt thì sẽ hơi dài nhé, nhưng chất lượng tốt, đóng gói cẩn thận, còn có quà kèm theo thư viết tay, đặc biệt chủ shop tư vấn rất nhiệt tình, nc thân thiện",positive
Đẹp lắm❤️,positive
Vải y hình,positive
"Chất lượng sản phẩm tuyệt vời, cực yêu shop luôn",negative
"Chất lượng sản phẩm kém, k giống trong hình",negative
"Tốt, dịch vụ rất tốt,dù thời gian giao hàng còn chậm nhưng cũng tạm ổn",negative
Tư vấn tốt,positive
Thời gian giao hàng rất nhanh lại đc tặng thêm cái kẹp tóc với tấm thiệp rất xinh nữa <3,positive
Chất luợng sp tốt,positive
Đóng gói sản phẩm chắc chắn,positive
Bán hàng vớ vẩn,negative
Nhưng sai 38 lần này bé quá không mặc được,neutral
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền,positive
Hàng đẹp.so voi giá tiền vậy là ok Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
"Áo kiểu dáng như hình, chất vải hơi xấu. mua cũng đc",positive
Vì rẻ nên k mong chờ lắm nhưg chất vải lm mk bất ngờ vì rất đẹp,positive
Mọi thứ điều tốt,positive
"Dép đẹp, chắc chắn",positive
Áo đẹp lắm lắm ạ ❤️❤️😁,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền,positive
Hàng đẹp chất lượng khỏi phải bàn luôn,positive
Túi xinh cực kì,positive
"giao đúng mẫu, đúng size, hàng giống hình, nhìn xin lắm, con gái mình (tuổi teen) rất thích. cho shop 10 sao luôn. sẽ giới thiệu cho mấy ng mua hàng nữa",positive
Size thì ko đúng theo yêu cầu,neutral
Vải kh đẹp,negative
Áo chất siêu đẹp so vs giá thích cả màu xanh coban mà lúc mua hết mất 😂😂 Thời gian giao hàng rất nhanh,positive
"Áo ổn, shop giao sai màu nhưng chỉ nói do nv xếp nhầm mà ko xin lỗi hay bảo khách thông cảm",positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Chất lượng sản phẩm tuyệt vời,positive
Giao thiếu cho mình nên chẳng biết nó ra sao,neutral
Mua tặng bạn gái mà nó thích quá trời >_<,positive
Áo ngắn hơn so vs mẫu mặc nhiều lắmm,neutral
Đồng hồ về kiểu dáng đẹp và San trọng.nhưng nó chạy giờ lúc trận lúc nhanh lúc Thi bị đơ ko chạy tí nào way shoppi,neutral
Có điều mình lấy màu nâu và đỏ thì shop lại giao cho mình thành 2 cái màu đỏ,positive
Chất mát,neutral
Mỗi tội áo quá mỏng ngực vừa nhưng mặc thấy lỏng lẻo,positive
Váy bị rách,negative
Shop tư vấn nhiệt tình,positive
Thời gian giao hàng nhanh nhưng mình thấy màu đen thì sẽ đẹp hơn...màu be ở ngoài ko sáng như trong hình,neutral
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém,negative
"Chất áo xấu, áo không giống hình, không đáng tiền",negative
"Vải oki lắm, giá tốt",positive
Ao nhìn kinh thật.may thì sơ xài,negative
Nhìn rẻ tiền vải đểu,negative
Nhờ con gấu bông này của Shop mà em đã tỏ tình thành công với Crush rồi ạ :)),positive
Cảm ơn shop nhìu,positive
Gói hàng cũng xinh !!,positive
Giao hang nhanh chất lượng,positive
Cảm ơn shop,positive
Wá chuẩn luôn ạ.,positive
Chất áo thì cũng tạm được,positive
đi không êm chân bằng bitis hunter luôn,neutral
Tuy áo màu nude shop giao nhầm sang áo cổ thuyền k phải cổ tròn nhưng vẫn đẹp nhé,positive
Rất đáng tiền,positive
"Giao đủ số lượng mà mình đã đặt hàng, có một số lỗi nhỏ làm mình hiểu nhầm nhưng khi phản hồi thì đã được shop reply rất nhiệt tình, thái độ rất ok",positive
Đáng yêu ghê luôn 😍😍😍,positive
Ao Chất lượng sản phẩm tuyệt vời Nhưng mà hơi rộng chút,positive
Đẹp ạ,positive
Shop làm ăn uy tín,positive
yêu^^,positive
Thời gian giao hàng rất nhanh,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Sản phẩm không như mong đợi, cũng ko giống như shop quảng cáo",negative
Ok đẹp doa shop,neutral
Giao hàng rất nhanh đặt 2/9 3/9 đã có hàng mặc dù ở rất xa,positive
Chất lượng sản phẩm tuyệt vời.. mềm mịn.,negative
E rất thích,positive
Mình đã nhận được hàng và rất hài lòng cảm ơn shop rất nhiều chất lượng tuyệt vời giá thì rẻ nữa,positive
Đẹp lắm shop ạ,neutral
Form nhỏ hơn form thường khoảng 1 sz,positive
"Chất lượng sản phẩm tuyệt vời, vải đẹp",positive
Gắn vào test chưa có lỗi gì,positive
Bà chủ cute hàng thì chất lượng,positive
trừ 1* vì son k lì nhen,positive
Màu son đẹp,positive
Vải khá mỏng :( nhưng thời gian giao hàng rất nhanh,positive
Ko uổng công mua hàng.,positive
Chưa nhận được thi trong mong nhận được thất vọng,neutral
Hàng đẹp chất lượng,positive
Mặc thử thấy rất nhẹ và mát,positive
Mình thấy rất ưng,positive
Chất đẹp,positive
Quá tồi tệ,positive
Tàm tạm Chất lượng sản phẩm tuyệt vời,positive
"Nhưng áo này 1 loại hay nhiều size hay sao mà giao mình 2 cái thì cái xanh vừa y rộng rãi, cái hồng chật😂",positive
Áo đẹp ạ,positive
Giày nhỏ hơn 1 size,neutral
Chất lượng sản phẩm tuyệt vời,positive
Nhưng form rộng và dài,neutral
Mọi người hãy tin tưởng Và mua dùng,positive
Truyện nhẹ,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn ao dep lm sop oi ung ho sop tip chu sop de thuong,positive
Chất lượng sản phẩm tốt giày đi ko chắc chân,positive
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kémChất lượng sản phẩm rất kém Mặc đúng một lẫn từ sáng tới tối thì thấy áo rách nách cả hai bên chỉ bung sạch,negative
Chất lượng sản phẩm tạm được,positive
Chất lượng vải rất ok,positive
Vải đẹp nhưng màu ko giống với hình,neutral
"Chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh mặc dù sp gửi từ bên nước ngoài cho shop 5 sao",positive
Ben ngoai khong dc dep nhu hinh,positive
"Vải hơi mỏng, giá cả hợp lý",neutral
Mình mua 2 cây luôn vì màu đẹp nhưng chất son không thực sự ổn,neutral
Form đẹp,positive
Giao hàng nhanh và Shop phục vụ rất tốt,positive
"Giờ quăng cái áo, uổng tiền",negative
Trong khi mình chủ yếu mắc sz L,neutral
Ưng lắm,positive
Mình khoác lên chụp vội thôi =)),negative
"Giày OK, đóng gói hơi ẩu, mang vào chân thì ko đẹp lắm",neutral
Áo bị lỗi,negative
Đẹp lắm ạaaaa,positive
Thời gian giao hàng nhanh Thời gian giao hàng nhanh,positive
Máy trầy nhìu,negative
Áo mặc xinh,positive
Mát và dễ ủi,positive
Áo xinh chất mịn cảm ơn shop nha ♥️♥️,positive
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt,positive
Hình ảnh rõ nét,positive
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền thời gian lâu hàng hơi lâu,",positive
Chất lượng sách tốt,positive
Chất lượng sản phẩm tuyệt vờiShop còn dễ thương tạng sin gum,positive
"Đáng tiền, chất đẹp, áo y ảnh <3 gói hàng cẩn thân",positive
Giao hàng nhanh,neutral
"Form khá ổn, lót giày và phần upper khá mỏng nhưng phù hợp với mức giá",positive
Shop ko bỏ quần vào bọc riêng,negative
Áo vải cực mịn,positive
Đóng gói sản phẩm rất đẹp và chắc chắn nhưng áo này mag mùa đông k thíhc hợp cho lắm,positive
Thời gian giao hàng tạm được,positive
Đã liên hệ với shop nhưng k hồi âm,neutral
Sẽ tiếp tục ủng hộ shop dài dài nhé 😍😍😍,positive
Shop phục vụ tốt,positive
Rất ưng,positive
"Quần đẹp, y hình",positive
Vải được,positive
"Shop phục vụ rất tốt, nhiệt tình, dễ mến",positive
Ko giống hình quần thì nhăn nheo,negative
Chỉ ở cổ hơi xước,neutral
"Áo mịn đẹp, rất ưng 👍👍👍",positive
Chất lượng sản phẩm tuyệt vời,positive
Thanks shop,positive
Quá ưng hiii,positive
Xinh ạ :),positive
